restaurant_name,location,price_for_2,din_rating,din_count,del_rating,del_count
Royal Foods,Thiruvanmiyur,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Thapa Tasty Momos,Avadi,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Chills And Hots,Potheri,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Spicy Bites,Medavakkam,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Sri Vembu Bhavan,Ambattur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Shawarma Kings,Tambaram,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Tasty Pizza,Porur,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madurai Sri Muniyandi Villas,Avadi,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Eat Center,Kodambakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Lemontree,Mylapore,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Pasta Bar,Besant Nagar,550,None,Does not offer Dining,None,Not enough Delivery Reviews
"Syed Restaurant Taste Of Six Mu,thabak & Briyani",Velachery,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Shree Chakraa Caterers,Ambattur,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Pazhaya Soru,George Town,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Mumbai Chatwala,Kilpauk,150,None,Not enough Dining Reviews,3.7,66
SRV  Foodys,GST Road,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Fen Breeze,Pallikaranai,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Sidedish,Velachery,200,None,Does not offer Dining,None,Not enough Delivery Reviews
American Chat,T. Nagar,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Madurai Thangam Chettinad Mess,Velachery,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Mishra Pan Shop,Anna Nagar West,100,None,Does not offer Dining,None,Not enough Delivery Reviews
Moobell,Perambur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Combos,West Mambalam,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Foodies Bay,Tambaram,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Food On Wheels By Intercontinental,East Coast Road (ECR),500,None,None,None,None
Chef Kitchen,Tambaram,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
1 Foot Fries,Navallur,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Hyderabad House,T. Nagar,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Rahman,Karapakkam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Star Nite,Vadapalani,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Bharat Restaurant,Kanchipuram District,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Food 23,Navallur,400,None,None,None,None
S2 Hotel,Tambaram,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
A1 Bhai Veetu Biryani,Palavakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Ck's Bakery,Kottivakkam,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Super Cool Drinks,Avadi,200,None,Not enough Dining Reviews,None,Does not offer Delivery
72's Pasta And Tacos,Perungudi,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Spice of India,Potheri,1500,None,Not enough Dining Reviews,None,Does not offer Delivery
Tee Bhitha Aatho Shop,Anna Nagar East,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Thickshake Cafe,T. Nagar,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Kaapiyum,Okkiyampet,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Jessica's Kitchen,Ramapuram,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Brod Bakery,Injambakkam,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Vaitamin Cafe,Kanchipuram District,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Briyani Kadai,Egatoor,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Susa's Shawarma,Kodambakkam,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Its Wings Kitchen,Thiruvallur,450,None,Not enough Dining Reviews,None,Does not offer Delivery
Gazebo Kebabs,Medavakkam,250,None,Not enough Dining Reviews,3.9,31
The Lake Tree,Madipakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Juice In Juice,Kilpauk,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Nila Choru,Avadi,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Say Cheezza,Velachery,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Ck's Bakery,Tambaram,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Akshaya Sweets & Bakery,Tambaram,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Madras Sandwich,Madipakkam,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hideaway Cloud Kitchen,Anna Nagar West,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Grillz & Kebabs By Raaz,Velachery,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Li La Mithai,Sholinganallur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Nanpan Hotel,Nandanam,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chennai Snacks,Velachery,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
R.S. Hotel And Fast Food,Ambattur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Sri Annapoorani Bhawan,Sowcarpet,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Mumbai Special Barbeque,Pallikaranai,500,None,Not enough Dining Reviews,None,Does not offer Delivery
Snack Box,Perungudi,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Alagapuri,Maduravoyal,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Vasanth Vihaar,Poonamalle,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Riyaz Briyani,Anna Nagar East,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Bakers World,Porur,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Idly Kadai,Velachery,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Aathesh Fresh Juice,Kolathur,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Kovai Amutham Veg Restaurant,Velachery,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Saiatchara Hot Chips and Snacks,Tambaram,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Prabhas Home Made Food,Velachery,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Sandwich Central,T. Nagar,100,None,Does not offer Dining,None,Not enough Delivery Reviews
The Chinese Factory,Medavakkam,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Iyers Classic Food,Perungudi,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Suvai Juice Shop,Velachery,100,None,Not enough Dining Reviews,3.7,32
Le Intermission Barbecue,Kovalam,600,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Dosa Karan,Perungudi,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Quality Kitchen,Thiruvallur,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Hot Dog Park,Medavakkam,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Tawa Wala Foods,Porur,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Juice@49,Thousand Lights,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
IT Cafe,Taramani,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Wawa Roll Corner,Tambaram,200,None,Does not offer Dining,3.9,25
Aaryaas Sweets Bakery,Velachery,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Kuzhambu Kadai,Anna Nagar West,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Delicious Destination,Medavakkam,500,None,Does not offer Dining,None,Not enough Delivery Reviews
Sugary Treat,Kanchipuram District,200,None,Not enough Dining Reviews,3.1,35
Nathi Hot Puffs & Bakery,Tiruvottiyur,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Mumbai Kulfi,Chromepet,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Venki's Burger Spot,Pallikaranai,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Skanda Vilas,Avadi,450,None,Does not offer Dining,None,Not enough Delivery Reviews
Madurai Kari Dossaii,Navallur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Fish Factory,Thiruvanmiyur,500,None,Does not offer Dining,None,Not enough Delivery Reviews
Madras To Kottayam,Semmancheri,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Hotel Varsha,Ramapuram,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Faizan's,T. Nagar,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Fresh Fried Chicken,Egmore,450,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Big Brothers,Chengalpattu,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Kerala Hot Chips And Snacks,Aminijikarai,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Maggy O Maggy,Besant Nagar,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Cooling Biz,Perungudi,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Red Dragon,Virugambakkam,600,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Scoopz N Shakez,Tambaram,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Zaica Ta-am,Sholinganallur,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Kavithaas,Madipakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Ya Fry Ya,Koyambedu,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Shakes N Sliders,Royapettah,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Kings Park,Padur,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Jus Kebabs,Besant Nagar,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Harini Foods,Poonamalle,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Insuvai Unavu,Thiruvallur,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Lemon Tree,Sowcarpet,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Juice Street,Poonamalle,100,None,Does not offer Dining,None,Not enough Delivery Reviews
New Hyderabad biriyani,Tambaram,500,None,Not enough Dining Reviews,None,Does not offer Delivery
Sri Ramachandra Lunch Home,Choolaimedu,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Candys Eaters Stop,St. Thomas Mount,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Waran's Snacks & Chill,Porur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Sri Kesari Fast Food,Thiruvallur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
South Indian King Of Meat,Saligramam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Madurai Pandiyan Hotel,Poonamalle,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Burma Square,Medavakkam,200,None,Does not offer Dining,3.8,45
Hotel Raksha Thirumani,Tiruvottiyur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Sri Ragavendra Bhavan,Chromepet,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Atcharaa's Variety Idly Dosa's,Tambaram,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Nawab Basha Kalesha,Oragadam,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Sangam Cinemas,Kilpauk,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Tidbit,Perungudi,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Madras Chaat Corner,Perambur,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Parivattam,Oragadam,600,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Nonveg Homemade,Ekkaduthangal,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Tea2Go,Kodambakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Jubilee,Poonamalle,500,None,Does not offer Dining,None,Not enough Delivery Reviews
Madras Bhavan,Valasaravakkam,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Lakshmi Narashima Andra Fast Food,Thuraipakkam,100,None,Not enough Dining Reviews,None,Does not offer Delivery
5 Star Kitchen,Valasaravakkam,500,None,Does not offer Dining,2.8,42
Sri Raghavendra Bhavan,Porur,300,None,Not enough Dining Reviews,None,Does not offer Delivery
The Diet Fast Food,Anna Nagar West,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Palamudhirsolai Cool Drinks,Valasaravakkam,100,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Azad,Egmore,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Three Bears Cafe,Porur,300,None,None,None,None
Madurai Original Muniyandi Vilas,Kolathur,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Shakespeer,Medavakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Shri Ramanaas Bakery & Sweets,Kanchipuram District,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Tea Talk,Guindy,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Iyer Mess,Perungudi,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Fresh Juice Bar,Ramapuram,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
High on Juice,Velachery,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Kalyana Biryani & Fast Food,Sowcarpet,200,None,Not enough Dining Reviews,None,Does not offer Delivery
YOLO Foods,Porur,300,None,None,None,None
"Juices & Shakes, St Foodies",Maduravoyal,300,None,Not enough Dining Reviews,3.5,55
JP Jayam Fast Food,Chengalpattu,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Hunger's House,T. Nagar,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Thirunelveli Sri Lakshmi Vilas Sweets & Savouries,Tiruvottiyur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Al Azeez,Perambur,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Saappaadu Koodai,Kodambakkam,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Rocky Bhai BBiriyani,Besant Nagar,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Saravana Sweets and Bakery,Thiruvallur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Chicken O Chicken,Red Hills,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Madurai Meenakshi Mess,Kodambakkam,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Juice Magic,Choolaimedu,150,None,Not enough Dining Reviews,3.9,69
Shan Formula Biryani,Arumbakkam,500,None,Does not offer Dining,None,Not enough Delivery Reviews
Chennai Donnai Biryani House,Kolathur,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Shri Padmavati Mess,Vadapalani,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Thanco's Natural Icecream,Perungudi,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Mummy Fast Food,Washermenpet,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Karaikudi Raja Tea Stall,Madipakkam,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Malgudi Biryani Bazaar,Mylapore,500,None,Not enough Dining Reviews,None,Does not offer Delivery
Omg Shawarmas,Ambattur,300,None,Does not offer Dining,3.7,117
Soul Tree Multicuisine Restaurant,Anna Nagar West,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Chatt Wala,Velachery,200,None,Does not offer Dining,None,Not enough Delivery Reviews
A1 Fast Food & Hotel,Tiruvottiyur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Ice Cream Zone-Dairy Day,Karapakkam,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Spice House,Madipakkam,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cheesy Juicy Burgers Xpress,Kanchipuram District,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Nithya Hotel,Madhavaram,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Karthick Tiffin Center & Fast Food,Tiruvottiyur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
I Bakes,Sholinganallur,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Arusuvai Athirasam,Mylapore,200,None,Not enough Dining Reviews,None,Does not offer Delivery
